0:45:23.070696,-5,-141,324
0:45:23.078632,-187,-181,226
0:45:23.086691,-284,-205,135
0:45:23.094872,442,227,-221
0:45:23.102686,323,163,-169
0:45:23.110622,31,21,-20
0:45:23.118681,-4,5,-2
0:45:23.126617,-4,5,0
0:45:23.134676,-4,5,2
0:45:23.142735,-5,5,3
0:45:23.150671,-4,5,2
0:45:23.158730,-4,5,0
0:45:23.166666,-4,5,-2
0:45:23.174725,-4,5,-3
0:45:23.182661,-4,5,-2
0:45:23.190720,-5,5,1
0:45:23.198656,-4,5,4
0:45:23.206715,-3,5,5
0:45:23.214651,-4,5,4
0:45:23.222712,-4,5,2
0:45:23.230648,-4,5,1
0:45:23.238707,-3,5,1
0:45:23.246643,-3,4,2
0:45:23.254702,-3,5,4
0:45:23.262760,-3,5,5
0:45:23.270697,-3,4,6
0:45:23.278755,-2,4,6
0:45:23.286692,-3,4,6
0:45:23.294750,-3,5,6
0:45:23.302687,-2,4,5
0:45:23.310745,-2,4,4
0:45:23.318682,-2,4,4
0:45:23.326740,-2,4,4
0:45:23.334677,-2,4,5
0:45:23.342735,-2,4,8
0:45:23.350672,-2,4,10
0:45:23.358730,-1,4,11
0:45:23.366667,-2,4,10
0:45:23.374725,-1,3,9
0:45:23.382662,-1,4,6
0:45:23.390720,-2,3,5
0:45:23.398779,-2,4,6
0:45:23.406715,-3,4,7
0:45:23.414774,-2,4,8
0:45:23.422710,-2,4,8
0:45:23.429792,-2,4,6
0:45:23.438705,-3,4,5
0:45:23.446764,-3,4,5
0:45:23.454700,-2,4,5
0:45:23.462759,-3,4,6
0:45:23.470695,-3,4,6
0:45:23.478754,-3,4,7
0:45:23.486691,-3,4,2
0:45:23.494749,-3,4,3
0:45:23.502686,-3,4,4
0:45:23.510744,-3,4,5
0:45:23.518803,-3,5,6
0:45:23.526739,-4,4,6
0:45:23.534798,-3,5,3
0:45:23.542734,-3,5,2
0:45:23.550793,-3,4,1
0:45:23.558731,-3,5,1
0:45:23.566790,-3,5,3
0:45:23.574726,-3,6,4
0:45:23.582785,-4,5,4
0:45:23.590721,-4,5,3
0:45:23.598780,-4,5,2
0:45:23.606716,-4,6,1
0:45:23.614775,-4,6,0
0:45:23.622833,-4,6,0
0:45:23.630770,-4,6,-2
0:45:23.638828,-4,5,-3
0:45:23.646765,-4,5,-3
0:45:23.654823,-4,6,-2
0:45:23.662760,-3,5,0
0:45:23.670818,-4,5,2
0:45:23.678755,-3,5,3
0:45:23.686813,-3,5,3
0:45:23.694750,-3,5,2
0:45:23.702808,-3,5,1
0:45:23.710745,-3,5,3
0:45:23.718803,-3,5,5
0:45:23.726740,-3,5,6
0:45:23.734798,-3,5,5
0:45:23.742735,-2,5,3
0:45:23.750793,-3,4,2
0:45:23.758852,-3,4,3
0:45:23.766788,-3,4,5
0:45:23.774847,-3,4,6
0:45:23.782784,-4,4,6
0:45:23.790842,-3,4,3
0:45:23.798779,-3,4,1
0:45:23.806837,-3,4,1
0:45:23.814774,-3,4,3
0:45:23.822832,-2,4,6
0:45:23.830769,-3,4,9
0:45:23.838827,-2,4,8
0:45:23.846764,-2,4,6
0:45:23.854822,-1,4,3
0:45:23.862759,-2,4,3
0:45:23.870817,-2,3,6
0:45:23.878876,-2,4,10
0:45:23.886814,-2,4,12
0:45:23.894873,-2,3,11
0:45:23.902809,-2,4,9
0:45:23.910868,-2,4,7
0:45:23.918804,-2,4,7
0:45:23.926863,-2,4,8
0:45:23.934799,-2,4,7
0:45:23.942858,-2,4,5
0:45:23.950794,-2,4,4
0:45:23.958853,-2,4,3
0:45:23.966789,-2,4,5
0:45:23.974848,-3,4,6
0:45:23.982784,-2,4,7
0:45:23.990843,-3,4,6
0:45:23.998901,-3,5,3
0:45:24.006594,-3,5,2
0:45:24.014652,-3,5,1
0:45:24.022589,-3,5,2
0:45:24.030647,-3,5,4
0:45:24.038584,-3,5,5
0:45:24.046642,-3,5,5
0:45:24.054579,-2,5,3
0:45:24.062637,-2,4,2
0:45:24.070574,-3,5,2
0:45:24.078632,-3,5,3
0:45:24.086569,-4,6,3
0:45:24.094627,-3,5,2
0:45:24.102564,-4,5,0
0:45:24.110622,-4,5,0
0:45:24.118681,-3,6,0
0:45:24.126617,-3,5,1
0:45:24.134676,-4,5,3
0:45:24.142612,-4,5,1
0:45:24.150671,-4,5,-3
0:45:24.158607,-4,5,-4
0:45:24.166666,-4,5,-4
0:45:24.174603,-5,5,-1
0:45:24.182661,-4,5,1
0:45:24.190598,-4,5,2
0:45:24.198656,-3,5,2
0:45:24.206715,-4,4,2
0:45:24.214651,-3,4,2
0:45:24.222712,-3,4,3
0:45:24.230770,-3,4,5
0:45:24.238707,-3,4,6
0:45:24.246765,-2,5,5
0:45:24.254702,-3,4,3
0:45:24.262760,-3,4,2
0:45:24.270819,-3,4,3
0:45:24.278755,-3,4,5
0:45:24.286814,-3,5,7
0:45:24.294872,-2,5,7
0:45:24.302809,-2,4,6
0:45:24.310867,-2,5,3
0:45:24.318804,-2,4,2
0:45:24.326862,-2,4,3
0:45:24.334921,-2,4,5
0:45:24.342857,-2,5,6
0:45:24.350916,-2,4,7
0:45:24.358486,-2,4,6
0:45:24.366911,-2,4,6
0:45:24.374969,-1,4,7
0:45:24.382662,-2,4,8
0:45:24.390720,-1,4,8
0:45:24.398657,-2,4,6
0:45:24.406715,-1,4,5
0:45:24.414652,-1,4,5
0:45:24.422710,-2,4,8
0:45:24.430647,-2,4,10
0:45:24.438705,-2,4,11
0:45:24.446642,-2,4,10
0:45:24.454700,-2,4,8
0:45:24.462637,-2,4,5
0:45:24.470695,-2,4,4
0:45:24.478632,-2,4,4
0:45:24.486691,-2,4,5
0:45:24.494261,-2,4,5
0:45:24.502686,-3,4,5
0:45:24.510622,-3,4,4
0:45:24.518681,-3,5,2
0:45:24.526739,-3,4,1
0:45:24.534676,-3,5,2
0:45:24.542734,-4,4,3
0:45:24.550671,-4,4,3
0:45:24.558731,-3,5,1
0:45:24.566668,-3,5,0
0:45:24.574726,-3,4,1
0:45:24.582663,-4,5,4
0:45:24.590721,-4,5,5
0:45:24.598780,-4,5,6
0:45:24.606716,-3,5,4
0:45:24.614775,-2,5,1
0:45:24.622711,-3,5,0
