0:0:13.78999,12,-3.52941
0:0:13.79792,0,-73.83728
0:0:13.83004,10,0.03402
0:0:13.83797,11,0.10628
0:0:13.84603,12,-3.57519
0:0:13.88596,10,0.03432
0:0:13.89402,11,0.10635
0:0:13.90208,12,-3.68505
0:0:13.94200,10,0.03269
0:0:13.95006,11,0.10594
0:0:13.95800,12,-3.74685
0:0:13.99805,10,0.03347
0:0:14.00574,11,0.10595
0:0:14.01380,12,-3.74914
0:0:14.02173,0,-69.14978
0:0:14.05385,10,0.03339
0:0:14.06178,11,0.10614
0:0:14.06984,12,-2.4033
0:0:14.07778,0,74.99084
0:0:14.10977,10,0.03365
0:0:14.11783,11,0.10668
0:0:14.12576,12,-3.73083
0:0:14.16581,10,0.03352
0:0:14.17387,11,0.10639
0:0:14.18181,12,-3.74914
0:0:14.18974,0,-65.63416
0:0:14.22186,10,0.03424
0:0:14.22979,11,0.10625
0:0:14.23785,12,-3.74914
0:0:14.27790,10,0.03407
0:0:14.28584,11,0.10733
0:0:14.29389,12,-0.05951
0:0:14.33382,10,0.03317
0:0:14.34188,11,0.10553
0:0:14.34982,12,-3.74228
0:0:14.38987,10,0.0334
0:0:14.39792,11,0.10794
0:0:14.40586,12,-3.74456
0:0:14.41380,0,-65.63416
0:0:14.44591,10,0.03323
0:0:14.45385,11,0.10744
0:0:14.46190,12,-3.74685
0:0:14.50195,10,0.03258
0:0:14.50989,11,0.10641
0:0:14.51795,12,-3.74456
0:0:14.52589,0,-73.83728
0:0:14.55788,10,0.03204
0:0:14.56593,11,0.10658
0:0:14.57387,12,-3.73083
0:0:14.61392,10,0.03273
0:0:14.62186,11,0.10762
0:0:14.62991,12,-0.01373
0:0:14.63785,0,-65.63416
0:0:14.66996,10,0.03314
0:0:14.67790,11,0.10734
0:0:14.68596,12,-3.74914
0:0:14.69390,0,-74.42322
0:0:14.72589,10,0.03281
0:0:14.73394,11,0.1053
0:0:14.74200,12,-3.74914
0:0:14.74969,0,-70.32166
0:0:14.78193,10,0.03202
0:0:14.78999,11,0.10709
0:0:14.79792,12,-3.74228
0:0:14.83797,10,0.03295
0:0:14.84591,11,0.10741
0:0:14.85397,12,-3.74914
0:0:14.89402,10,0.03276
0:0:14.90195,11,0.10634
0:0:14.91001,12,-3.74914
0:0:14.91795,0,-65.63416
0:0:14.94994,10,0.03264
0:0:14.95800,11,0.10681
0:0:14.96593,12,0
0:0:14.97387,0,-65.63416
0:0:15.00574,10,0.03165
0:0:15.01380,11,0.10619
0:0:15.02173,12,-3.74914
0:0:15.02967,0,-72.66541
0:0:15.06178,10,0.03335
0:0:15.06972,11,0.10664
0:0:15.07778,12,-0.01373
0:0:15.08571,0,-72.66541
0:0:15.11783,10,0.03202
0:0:15.12576,11,0.10686
0:0:15.13382,12,-0.01373
0:0:15.14176,0,-72.66541
0:0:15.17375,10,0.03264
